,id,gender_str,mask_str,age_indv,age_group,path,img_path,deepface_bbox_h,deepface_bbox_w,deepface_bbox_x,deepface_bbox_y,all,gender,mask,age
0,000001,female,incorrect,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/incorrect_mask.jpg,159.6,131.4,116.2,141.6,10,1,1,1
1,000001,female,wear,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask1.jpg,185.3333333333333,143.0,105.0,158.33333333333334,4,1,0,1
2,000001,female,wear,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask2.jpg,167.25,139.75,112.25,155.75,4,1,0,1
3,000001,female,wear,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask3.jpg,168.0,127.0,102.66666666666669,133.66666666666666,4,1,0,1
4,000001,female,wear,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask4.jpg,173.25,136.5,107.5,142.5,4,1,0,1
5,000001,female,wear,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/mask5.jpg,163.5,131.5,112.75,168.25,4,1,0,1
6,000001,female,not_wear,45,>= 30 and < 60,000001_female_Asian_45,/opt/ml/input/data/train/images/000001_female_Asian_45/normal.jpg,161.6,130.4,120.6,158.0,16,1,2,1
7,000002,female,incorrect,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/incorrect_mask.jpg,175.66666666666666,137.66666666666666,116.33333333333331,179.66666666666666,10,1,1,1
8,000002,female,wear,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask1.jpg,178.0,142.0,105.66666666666669,157.66666666666666,4,1,0,1
9,000002,female,wear,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask2.jpg,169.0,149.0,100.5,175.0,4,1,0,1
10,000002,female,wear,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask3.jpg,183.3333333333333,148.66666666666666,105.66666666666669,186.66666666666663,4,1,0,1
11,000002,female,wear,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask4.jpg,177.33333333333334,144.33333333333334,106.33333333333331,180.66666666666663,4,1,0,1
12,000002,female,wear,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/mask5.jpg,168.66666666666666,133.33333333333334,105.33333333333331,177.66666666666666,4,1,0,1
13,000002,female,not_wear,52,>= 30 and < 60,000002_female_Asian_52,/opt/ml/input/data/train/images/000002_female_Asian_52/normal.jpg,167.8,141.2,113.4,134.4,16,1,2,1
14,000004,male,incorrect,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,216.0,174.5,79.5,154.0,7,0,1,1
15,000004,male,wear,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask1.jpg,225.66666666666663,165.66666666666666,106.66666666666669,148.33333333333334,1,0,0,1
16,000004,male,wear,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,204.75,172.0,100.25,159.0,1,0,0,1
17,000004,male,wear,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask3.jpg,238.5,192.5,83.0,143.75,1,0,0,1
18,000004,male,wear,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask4.jpg,228.66666666666663,166.66666666666666,95.66666666666669,140.33333333333334,1,0,0,1
19,000004,male,wear,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/mask5.jpg,246.66666666666663,181.3333333333333,91.66666666666669,142.66666666666666,1,0,0,1
20,000004,male,not_wear,54,>= 30 and < 60,000004_male_Asian_54,/opt/ml/input/data/train/images/000004_male_Asian_54/normal.jpg,187.6,154.0,94.4,154.4,13,0,2,1
21,000005,female,incorrect,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,228.0,177.33333333333334,94.33333333333331,147.33333333333334,10,1,1,1
22,000005,female,wear,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,203.5,151.0,97.0,157.5,4,1,0,1
23,000005,female,wear,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,197.25,165.5,101.0,160.5,4,1,0,1
24,000005,female,wear,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,234.0,173.66666666666666,86.66666666666667,140.0,4,1,0,1
25,000005,female,wear,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,219.3333333333333,171.66666666666666,98.33333333333331,145.66666666666666,4,1,0,1
26,000005,female,wear,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,226.3333333333333,161.66666666666666,104.33333333333331,160.66666666666666,4,1,0,1
27,000005,female,not_wear,58,>= 30 and < 60,000005_female_Asian_58,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,181.0,152.8,104.0,147.8,16,1,2,1
28,000006,female,incorrect,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,178.9027777777778,142.7722222222222,105.24722222222222,161.71666666666667,10,1,1,1
29,000006,female,wear,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,181.3333333333333,134.0,117.0,163.33333333333334,4,1,0,1
30,000006,female,wear,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,199.0,169.0,106.0,141.75,4,1,0,1
31,000006,female,wear,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,176.25,145.25,100.25,167.75,4,1,0,1
32,000006,female,wear,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,209.5,169.25,82.5,141.0,4,1,0,1
33,000006,female,wear,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,175.33333333333334,129.33333333333334,100.33333333333331,177.66666666666666,4,1,0,1
34,000006,female,not_wear,59,>= 30 and < 60,000006_female_Asian_59,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,132.0,109.8,125.4,178.8,16,1,2,1
35,000007,female,incorrect,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,131.0,114.0,122.0,162.0,10,1,1,1
36,000007,female,wear,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,165.33333333333334,128.66666666666666,104.66666666666669,177.66666666666666,4,1,0,1
37,000007,female,wear,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,183.25,150.25,96.25,162.5,4,1,0,1
38,000007,female,wear,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,177.33333333333334,142.0,99.33333333333331,175.66666666666666,4,1,0,1
39,000007,female,wear,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,189.75,157.75,88.25,163.5,4,1,0,1
40,000007,female,wear,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,183.3333333333333,135.0,101.66666666666669,173.66666666666666,4,1,0,1
41,000007,female,not_wear,58,>= 30 and < 60,000007_female_Asian_58,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,128.4,106.0,115.4,171.8,16,1,2,1
42,000008,female,incorrect,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,175.5,145.0,108.5,161.25,10,1,1,1
43,000008,female,wear,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,199.0,145.33333333333334,110.33333333333331,142.66666666666666,4,1,0,1
44,000008,female,wear,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,166.75,139.0,103.5,169.75,4,1,0,1
45,000008,female,wear,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,213.25,172.0,104.75,134.0,4,1,0,1
46,000008,female,wear,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,192.25,158.0,95.5,161.75,4,1,0,1
47,000008,female,wear,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,169.66666666666666,123.33333333333331,132.33333333333334,173.33333333333334,4,1,0,1
48,000008,female,not_wear,58,>= 30 and < 60,000008_female_Asian_58,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,162.6,134.6,110.8,164.6,16,1,2,1
49,000009,female,incorrect,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,186.4,153.4,95.8,189.6,10,1,1,1
50,000009,female,wear,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,196.0,150.0,113.0,186.0,4,1,0,1
51,000009,female,wear,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,160.0,140.25,107.0,176.25,4,1,0,1
52,000009,female,wear,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,192.0,155.0,93.33333333333331,168.0,4,1,0,1
53,000009,female,wear,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,211.0,167.75,94.0,152.0,4,1,0,1
54,000009,female,wear,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,175.66666666666666,137.33333333333334,121.33333333333331,173.33333333333334,4,1,0,1
55,000009,female,not_wear,56,>= 30 and < 60,000009_female_Asian_56,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,160.4,131.2,111.6,168.8,16,1,2,1
56,000010,female,incorrect,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,185.8,159.8,99.2,164.2,10,1,1,1
57,000010,female,wear,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,207.3333333333333,152.33333333333334,111.33333333333331,143.66666666666666,4,1,0,1
58,000010,female,wear,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,188.25,154.5,103.0,158.5,4,1,0,1
59,000010,female,wear,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,196.0,166.0,105.0,144.4,4,1,0,1
60,000010,female,wear,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,198.5,161.25,103.25,158.75,4,1,0,1
61,000010,female,wear,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,200.5,159.25,106.0,132.25,4,1,0,1
62,000010,female,not_wear,58,>= 30 and < 60,000010_female_Asian_58,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,172.6,138.2,118.8,156.0,16,1,2,1
63,000012,male,incorrect,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,210.5,164.25,106.0,127.0,7,0,1,1
64,000012,male,wear,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,189.66666666666663,141.0,111.33333333333331,123.66666666666669,1,0,0,1
65,000012,male,wear,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,150.5,116.0,102.75,166.75,1,0,0,1
66,000012,male,wear,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,215.3333333333333,159.33333333333334,104.0,117.0,1,0,0,1
67,000012,male,wear,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,208.0,165.75,103.0,127.75,1,0,0,1
68,000012,male,wear,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,213.0,169.25,102.25,113.25,1,0,0,1
69,000012,male,not_wear,57,>= 30 and < 60,000012_male_Asian_57,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,141.6,116.0,125.8,156.6,13,0,2,1
70,000014,female,incorrect,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,184.0,150.8,107.6,176.8,10,1,1,1
71,000014,female,wear,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,210.0,161.0,97.0,145.0,4,1,0,1
72,000014,female,wear,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,199.0,167.5,114.0,172.25,4,1,0,1
73,000014,female,wear,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,201.3333333333333,158.33333333333334,112.0,139.33333333333334,4,1,0,1
74,000014,female,wear,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,202.6,171.4,86.8,173.6,4,1,0,1
75,000014,female,wear,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,207.3333333333333,153.0,106.0,130.66666666666666,4,1,0,1
76,000014,female,not_wear,58,>= 30 and < 60,000014_female_Asian_58,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,152.6,126.8,122.4,158.6,16,1,2,1
77,000015,male,incorrect,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,212.5,165.0,107.75,154.75,7,0,1,1
78,000015,male,wear,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,229.3333333333333,162.33333333333334,104.33333333333331,134.33333333333334,1,0,0,1
79,000015,male,wear,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,211.75,170.0,90.75,126.25,1,0,0,1
80,000015,male,wear,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,211.5,165.5,103.0,126.0,1,0,0,1
81,000015,male,wear,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,201.0,144.0,105.33333333333331,138.0,1,0,0,1
82,000015,male,wear,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,213.5,164.75,111.75,129.5,1,0,0,1
83,000015,male,not_wear,55,>= 30 and < 60,000015_male_Asian_55,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,226.4,180.6,83.2,143.2,13,0,2,1
84,000016,female,incorrect,58,>= 30 and < 60,000016_female_Asian_58,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,169.6,143.6,110.725,144.66666666666669,10,1,1,1
